Latitude and Longitude,Class of Land,Longitude,Latitude,Distance to center of the dataset,vh,vv,hh,hv
"10.481616988271316, 104.91241651461723",Non Rice,104.91241651461723,10.481616988271316,59.36888324647128,0.0823744684457779,0.3908655047416687,3744.0,3498.0
"10.481162759441657, 104.91241651461723",Non Rice,104.91241651461723,10.481162759441657,59.344369545788105,0.05913887545466423,0.41284170746803284,5201.0,2590.0
"10.480708530611997, 104.91241651461723",Non Rice,104.91241651461723,10.480708530611997,59.31988871898207,0.09554283320903778,0.4606960713863373,4982.0,4380.0
"10.480254301782336, 104.91241651461723",Non Rice,104.91241651461723,10.480254301782336,59.29544080677034,0.03469895198941231,0.11031448096036911,4394.0,3532.0
"10.479800072952678, 104.91241651461723",Non Rice,104.91241651461723,10.479800072952678,59.271025849882555,0.04946830868721008,0.153656005859375,6492.0,2765.0
"10.479345844123017, 104.91241651461723",Non Rice,104.91241651461723,10.479345844123017,59.2466438890602,0.08632296323776245,0.3598436117172241,5900.0,2397.0
"10.478891615293357, 104.91241651461723",Non Rice,104.91241651461723,10.478891615293357,59.22229496505705,0.17188455164432526,0.39966869354248047,3890.0,2085.0
"10.478437386463696, 104.91241651461723",Non Rice,104.91241651461723,10.478437386463696,59.19797911863854,0.05124082788825035,0.2976216673851013,4088.0,3361.0
"10.477983157634037, 104.91241651461723",Non Rice,104.91241651461723,10.477983157634037,59.17369639058185,0.06939548254013062,0.13642536103725433,3166.0,3000.0
"10.477528928804377, 104.91241651461723",Non Rice,104.91241651461723,10.477528928804377,59.1494468216752,0.10144638270139694,0.5176092386245728,4673.0,2053.0
"10.477074699974716, 104.91241651461723",Non Rice,104.91241651461723,10.477074699974716,59.12523045271826,0.025890717282891273,0.15473906695842743,4273.0,3122.0
"10.476620471145058, 104.91241651461723",Non Rice,104.91241651461723,10.476620471145058,59.10104732452171,0.0412168949842453,0.11253980547189713,5478.0,2507.0
"10.476166242315397, 104.91241651461723",Non Rice,104.91241651461723,10.476166242315397,59.07689747790664,0.03642837703227997,0.13611063361167908,7121.0,4467.0
"10.475712013485737, 104.91241651461723",Non Rice,104.91241651461723,10.475712013485737,59.052780953705046,0.04792393743991852,0.29149168729782104,4312.0,4138.0
"10.475257784656076, 104.91241651461723",Non Rice,104.91241651461723,10.475257784656076,59.02869779275911,0.033701103180646896,0.2718037962913513,5122.0,2472.0
"10.474803555826417, 104.91241651461723",Non Rice,104.91241651461723,10.474803555826417,59.00464803592129,0.09932713210582733,0.2852093279361725,5957.0,3666.0
"10.474349326996757, 104.91241651461723",Non Rice,104.91241651461723,10.474349326996757,58.98063172405365,0.04900851845741272,0.48814380168914795,4918.0,3007.0
"10.473895098167096, 104.91241651461723",Non Rice,104.91241651461723,10.473895098167096,58.95664889802824,0.046497892588377,0.4001654386520386,9580.0,4290.0
"10.473440869337438, 104.91241651461723",Non Rice,104.91241651461723,10.473440869337438,58.93269959872664,0.09423710405826569,0.25131288170814514,6017.0,3047.0
"10.472986640507777, 104.91241651461723",Non Rice,104.91241651461723,10.472986640507777,58.908783867039425,0.032272420823574066,0.11536957323551178,5939.0,2332.0
"10.472532411678117, 104.91241651461723",Non Rice,104.91241651461723,10.472532411678117,58.8849017438665,0.043936748057603836,0.12499402463436127,3664.0,3435.0
"10.472078182848456, 104.91241651461723",Non Rice,104.91241651461723,10.472078182848456,58.86105327011655,0.04457452893257141,0.16672557592391968,5367.0,3022.0
"10.471623954018797, 104.91241651461723",Non Rice,104.91241651461723,10.471623954018797,58.83723848670699,0.09542836248874664,0.2940087914466858,4816.0,3678.0
"10.471169725189137, 104.91241651461723",Non Rice,104.91241651461723,10.471169725189137,58.813457434563375,0.05250046029686928,0.13652482628822327,6136.0,5053.0
"10.470715496359476, 104.91241651461723",Non Rice,104.91241651461723,10.470715496359476,58.789710154619726,0.01654609479010105,0.32112887501716614,4332.0,3239.0
"10.325089733570481, 105.4923758843016",Non Rice,105.4923758843016,10.325089733570481,16.28740797333278,0.008966655470430851,0.012567018158733845,1639.0,529.0
"10.325089733570481, 105.49283011313122",Non Rice,105.49283011313122,10.325089733570481,16.322738126409696,0.003309536725282669,0.029179144650697708,1586.0,457.0
"10.324635504740822, 105.49283011313122",Non Rice,105.49283011313122,10.324635504740822,16.28730006715261,0.005758047569543123,0.036796361207962036,1666.0,555.0
"10.325089733570481, 105.49328434196087",Non Rice,105.49328434196087,10.325089733570481,16.358142963445633,0.003659516805782914,0.02286732941865921,1496.0,597.0
"10.324635504740822, 105.49328434196087",Non Rice,105.49328434196087,10.324635504740822,16.322781822112155,0.0022769926581531763,0.0244671031832695,1861.0,565.0
"10.324181275911162, 105.49328434196087",Non Rice,105.49328434196087,10.324181275911162,16.28750053601237,0.007571721915155649,0.03159322217106819,1577.0,818.0
"10.325089733570481, 105.49373857079053",Non Rice,105.49373857079053,10.325089733570481,16.39362200055991,0.004790546838194132,0.008664524182677269,2911.0,3199.0
"10.324635504740822, 105.49373857079053",Non Rice,105.49373857079053,10.324635504740822,16.358337604100548,0.006223768927156925,0.029725121334195137,1667.0,674.0
"10.324181275911162, 105.49373857079053",Non Rice,105.49373857079053,10.324181275911162,16.323133220700885,0.0036418940871953964,0.013104983605444431,1545.0,511.0
"10.323727047081501, 105.49373857079053",Non Rice,105.49373857079053,10.323727047081501,16.288009369174077,0.009431214071810246,0.015267857350409031,2505.0,527.0
"10.325089733570481, 105.49419279962015",Non Rice,105.49419279962015,10.325089733570481,16.429174757041842,0.0018829044420272112,0.010124805383384228,1749.0,974.0
"10.324635504740822, 105.49419279962015",Non Rice,105.49419279962015,10.324635504740822,16.39396693145864,0.006265530362725258,0.005251692607998848,2240.0,451.0
"10.324181275911162, 105.49419279962015",Non Rice,105.49419279962015,10.324181275911162,16.35883927424496,0.008860607631504536,0.020754443481564522,1826.0,504.0
"10.323727047081501, 105.49419279962015",Non Rice,105.49419279962015,10.323727047081501,16.323792302951095,0.005484596826136112,0.03026994876563549,1909.0,823.0
"10.32327281825184, 105.49419279962015",Non Rice,105.49419279962015,10.32327281825184,16.288826538387525,0.003567120060324669,0.03382394090294838,1414.0,711.0
"10.325089733570481, 105.4946470284498",Non Rice,105.4946470284498,10.325089733570481,16.464800755344925,0.004390002693980932,0.009243305772542953,1736.0,436.0
"10.324635504740822, 105.4946470284498",Non Rice,105.4946470284498,10.324635504740822,16.429669325720056,0.0014868192374706268,0.014362137764692307,2162.0,477.0
"10.324181275911162, 105.4946470284498",Non Rice,105.4946470284498,10.324181275911162,16.394618217276015,0.002396234543994069,0.04352302476763725,1824.0,434.0
"10.323727047081501, 105.4946470284498",Non Rice,105.4946470284498,10.323727047081501,16.359647946285637,0.006747550331056118,0.02174977958202362,1643.0,1470.0
"10.32327281825184, 105.4946470284498",Non Rice,105.4946470284498,10.32327281825184,16.32475903224957,0.003324718214571476,0.04348739981651306,1536.0,499.0
"10.32281858942218, 105.4946470284498",Non Rice,105.4946470284498,10.32281858942218,16.28995199790524,0.006050625815987587,0.016686100512742996,1406.0,684.0
"10.325089733570481, 105.49510125727943",Non Rice,105.49510125727943,10.325089733570481,16.50049952105846,0.010041764937341213,0.026713194325566292,1142.0,411.0
"10.324635504740822, 105.49510125727943",Non Rice,105.49510125727943,10.324635504740822,16.46544431158244,0.005639650393277407,0.03814242035150528,1237.0,525.0
"10.324181275911162, 105.49510125727943",Non Rice,105.49510125727943,10.324181275911162,16.43046957361772,0.01627037301659584,0.030688118189573288,2495.0,922.0
"10.323727047081501, 105.49510125727943",Non Rice,105.49510125727943,10.323727047081501,16.39557582214545,0.28215843439102173,3.2254903316497803,2275.0,1322.0
"10.32327281825184, 105.49510125727943",Non Rice,105.49510125727943,10.32327281825184,16.36076357534241,0.010808547958731651,0.04615083709359169,1023.0,475.0
"10.32281858942218, 105.49510125727943",Non Rice,105.49510125727943,10.32281858942218,16.3260333545895,0.004031947813928127,0.020381150767207146,1552.0,561.0
"10.322364360592521, 105.49510125727943",Non Rice,105.49510125727943,10.322364360592521,16.291385684479977,0.006576467305421829,0.022365635260939598,2208.0,410.0
"10.321910131762861, 105.49510125727943",Non Rice,105.49510125727943,10.321910131762861,16.256821092826627,0.004994495306164026,0.015524273738265038,2474.0,587.0
"10.325089733570481, 105.49555548610908",Non Rice,105.49555548610908,10.325089733570481,16.53627058291249,0.0058675711043179035,0.024898948147892952,1354.0,453.0
"10.324635504740822, 105.49555548610908",Non Rice,105.49555548610908,10.324635504740822,16.50129141691196,0.0020063978154212236,0.011085531674325466,1149.0,420.0
"10.324181275911162, 105.49555548610908",Non Rice,105.49555548610908,10.324181275911162,16.466392870290118,0.0036001454573124647,0.02567395754158497,3778.0,1517.0
"10.323727047081501, 105.49555548610908",Non Rice,105.49555548610908,10.323727047081501,16.431575456722594,0.015722766518592834,0.2444162368774414,9186.0,5237.0
"10.32327281825184, 105.49555548610908",Non Rice,105.49555548610908,10.32327281825184,16.396839693048584,0.010198066011071205,0.24861937761306763,864.0,497.0
"10.32281858942218, 105.49555548610908",Non Rice,105.49555548610908,10.32281858942218,16.362186099278937,0.007035587448626757,0.08242016285657883,1646.0,533.0
"10.322364360592521, 105.49555548610908",Non Rice,105.49555548610908,10.322364360592521,16.32761519860395,0.0041343215852975845,0.038233526051044464,2256.0,425.0
"10.321910131762861, 105.49555548610908",Non Rice,105.49555548610908,10.321910131762861,16.293127517400162,0.003086233278736472,0.022843454033136368,2051.0,443.0
"10.321455902933202, 105.49555548610908",Non Rice,105.49555548610908,10.321455902933202,16.258723585238307,0.003990346100181341,0.009105988778173923,2105.0,450.0
"10.325089733570481, 105.49600971493871",Non Rice,105.49600971493871,10.325089733570481,16.572113472746796,0.003223191713914275,0.0064715007320046425,1068.0,364.0
"10.324635504740822, 105.49600971493871",Non Rice,105.49600971493871,10.324635504740822,16.537210172711895,0.003957334440201521,0.03787676617503166,1142.0,467.0
"10.324181275911162, 105.49600971493871",Non Rice,105.49600971493871,10.324181275911162,16.502387637477778,0.005220893304795027,0.020818550139665604,1462.0,575.0
"10.323727047081501, 105.49600971493871",Non Rice,105.49600971493871,10.323727047081501,16.467646379401074,0.007513016927987337,0.033244382590055466,1495.0,698.0
"10.32327281825184, 105.49600971493871",Non Rice,105.49600971493871,10.32327281825184,16.432986913970073,0.003919519949704409,0.014855874702334404,1337.0,398.0
"10.32281858942218, 105.49600971493871",Non Rice,105.49600971493871,10.32281858942218,16.398409759812395,0.004022439010441303,0.019364824518561363,2021.0,433.0
"10.322364360592521, 105.49600971493871",Non Rice,105.49600971493871,10.322364360592521,16.363915438702374,0.0049502234905958176,0.02529647760093212,2002.0,412.0
"10.321910131762861, 105.49600971493871",Non Rice,105.49600971493871,10.321910131762861,16.329504475567454,0.005534559488296509,0.009998166933655739,2328.0,564.0
"10.321455902933202, 105.49600971493871",Non Rice,105.49600971493871,10.321455902933202,16.29517739849572,0.005319969262927771,0.027311895042657852,2122.0,484.0
"10.321001674103542, 105.49600971493871",Non Rice,105.49600971493871,10.321001674103542,16.260934738741128,0.004667036235332489,0.025162644684314728,2186.0,536.0
"10.325089733570481, 105.49646394376836",Non Rice,105.49646394376836,10.325089733570481,16.60802772551556,0.007070634048432112,0.018720097839832306,1005.0,298.0
"10.324635504740822, 105.49646394376836",Non Rice,105.49646394376836,10.324635504740822,16.57320011312688,0.0038124716375023127,0.02420048788189888,792.0,343.0
"10.474349326996757, 105.53107618058692",Non Rice,105.53107618058692,10.474349326996757,32.20469092826122,0.03859653323888779,0.1790468692779541,8360.0,3445.0
"10.473895098167096, 105.53107618058692",Non Rice,105.53107618058692,10.473895098167096,32.16069182157629,0.07928815484046936,0.19099415838718414,6686.0,3301.0
"10.474349326996757, 105.53153040941655",Non Rice,105.53153040941655,10.474349326996757,32.22909188711786,0.012816938571631908,0.08951219171285629,7196.0,5055.0
"10.473895098167096, 105.53153040941655",Non Rice,105.53153040941655,10.473895098167096,32.18512617362097,0.01957542449235916,0.15267811715602875,8585.0,3419.0
"10.473440869337438, 105.53153040941655",Non Rice,105.53153040941655,10.473440869337438,32.14117968975761,0.05880342423915863,0.20677541196346283,5586.0,4488.0
"10.474803555826417, 105.5319846382462",Non Rice,105.5319846382462,10.474803555826417,32.2975024464137,0.09797574579715729,0.1626058965921402,5237.0,3866.0
"10.474349326996757, 105.5319846382462",Non Rice,105.5319846382462,10.474349326996757,32.25355092728932,0.11391326785087585,0.4797634184360504,7684.0,4414.0
"10.473895098167096, 105.5319846382462",Non Rice,105.5319846382462,10.473895098167096,32.209618635682155,0.06083155423402786,0.2670978605747223,6526.0,3936.0
"10.473440869337438, 105.5319846382462",Non Rice,105.5319846382462,10.473440869337438,32.16570565037588,0.07245678454637527,0.31188851594924927,6409.0,3288.0
"10.472986640507777, 105.5319846382462",Non Rice,105.5319846382462,10.472986640507777,32.12181205054974,0.0925397127866745,0.2762257158756256,7476.0,3535.0
"10.472532411678117, 105.5319846382462",Non Rice,105.5319846382462,10.472532411678117,32.077937915781845,0.058128368109464645,0.27849337458610535,7017.0,3093.0
"10.474803555826417, 105.53243886707584",Non Rice,105.53243886707584,10.474803555826417,32.3219860620282,0.09298260509967804,0.44029614329338074,6221.0,3317.0
"10.474349326996757, 105.53243886707584",Non Rice,105.53243886707584,10.474349326996757,32.27806791673811,0.08550995588302612,0.49558761715888977,7155.0,2200.0
"10.473895098167096, 105.53243886707584",Non Rice,105.53243886707584,10.473895098167096,32.23416907529643,0.08216040581464767,0.15647563338279724,5545.0,2442.0
"10.473440869337438, 105.53243886707584",Non Rice,105.53243886707584,10.473440869337438,32.19028961667898,0.03633354604244232,0.3199625313282013,6516.0,3026.0
"10.472986640507777, 105.53243886707584",Non Rice,105.53243886707584,10.472986640507777,32.14642962025734,0.041400425136089325,0.25980231165885925,5530.0,3817.0
"10.472532411678117, 105.53243886707584",Non Rice,105.53243886707584,10.472532411678117,32.10258916580206,0.045245226472616196,0.31716904044151306,7550.0,4375.0
"10.472078182848456, 105.53243886707584",Non Rice,105.53243886707584,10.472078182848456,32.05876833348422,0.03179372474551201,0.2651037275791168,5789.0,3884.0
"10.475257784656076, 105.53289309590548",Non Rice,105.53289309590548,10.475257784656076,32.390431511702644,0.02900155447423458,0.1954834759235382,7728.0,3444.0
"10.474803555826417, 105.53289309590548",Non Rice,105.53289309590548,10.474803555826417,32.34652746697877,0.07336706668138504,0.1383385807275772,4668.0,4055.0
"10.474349326996757, 105.53289309590548",Non Rice,105.53289309590548,10.474349326996757,32.302642723518325,0.1133008673787117,0.135423943400383,7919.0,3768.0
"10.473895098167096, 105.53289309590548",Non Rice,105.53289309590548,10.473895098167096,32.25877736009362,0.031457457691431046,0.161481574177742,7087.0,3420.0
"10.473440869337438, 105.53289309590548",Non Rice,105.53289309590548,10.473440869337438,32.21493145587115,0.06336058676242828,0.26084429025650024,6012.0,2506.0
"10.472986640507777, 105.53289309590548",Non Rice,105.53289309590548,10.472986640507777,32.17110509041321,0.12656447291374207,0.30289697647094727,7224.0,3084.0
"10.472532411678117, 105.53289309590548",Non Rice,105.53289309590548,10.472532411678117,32.127298343681254,0.10458094626665115,0.1856391578912735,8872.0,3995.0
"10.472078182848456, 105.53289309590548",Non Rice,105.53289309590548,10.472078182848456,32.083511296037344,0.0739765465259552,0.3996048867702484,6385.0,2728.0
"10.471623954018797, 105.53289309590548",Non Rice,105.53289309590548,10.471623954018797,32.039744028246815,0.06545033305883408,0.1809406578540802,6518.0,3768.0
"10.471169725189137, 105.53289309590548",Non Rice,105.53289309590548,10.471169725189137,31.995996621479794,0.027626143768429756,0.16218188405036926,7064.0,5147.0
"10.475257784656076, 105.53334732473513",Non Rice,105.53334732473513,10.475257784656076,32.41499722100468,0.045194726437330246,0.26580527424812317,6681.0,3394.0
"10.474803555826417, 105.53334732473513",Non Rice,105.53334732473513,10.474803555826417,32.37112652983126,0.03421137109398842,0.2549736499786377,7277.0,3064.0
"10.474349326996757, 105.53334732473513",Non Rice,105.53334732473513,10.474349326996757,32.32727521577453,0.030371854081749916,0.4571565091609955,8109.0,3698.0
"10.473895098167096, 105.53334732473513",Non Rice,105.53334732473513,10.473895098167096,32.283443357795754,0.04545305296778679,0.37044674158096313,6902.0,3742.0
"10.473440869337438, 105.53334732473513",Non Rice,105.53334732473513,10.473440869337438,32.239631035250476,0.0329366996884346,0.1309078484773636,4502.0,3459.0
"10.472986640507777, 105.53334732473513",Non Rice,105.53334732473513,10.472986640507777,32.195838327890236,0.08335782587528229,0.3018798530101776,6405.0,3493.0
"10.472532411678117, 105.53334732473513",Non Rice,105.53334732473513,10.472532411678117,32.152065315865755,0.02843417227268219,0.14103782176971436,7803.0,5568.0
"10.472078182848456, 105.53334732473513",Non Rice,105.53334732473513,10.472078182848456,32.108312079728535,0.02653440460562706,0.14876888692378998,6688.0,3597.0
"10.471623954018797, 105.53334732473513",Non Rice,105.53334732473513,10.471623954018797,32.06457870043341,0.05860469490289688,0.10100548714399338,7609.0,3242.0
"10.471169725189137, 105.53334732473513",Non Rice,105.53334732473513,10.471169725189137,32.02086525934012,0.03241688758134842,0.26947221159935,6955.0,3763.0
"10.470715496359476, 105.53334732473513",Non Rice,105.53334732473513,10.470715496359476,31.977171838216613,0.03429853916168213,0.393415629863739,7376.0,4712.0
"10.470261267529818, 105.53334732473513",Non Rice,105.53334732473513,10.470261267529818,31.933498519240814,0.04597705602645874,0.21261915564537048,7325.0,4858.0
"10.475712013485737, 105.53380155356476",Non Rice,105.53380155356476,10.475712013485737,32.483477113955594,0.03415101021528244,0.17581090331077576,7057.0,4594.0
"10.475257784656076, 105.53380155356476",Non Rice,105.53380155356476,10.475257784656076,32.43962042956294,0.09923548251390457,0.3624686300754547,6922.0,4437.0
"10.474803555826417, 105.53380155356476",Non Rice,105.53380155356476,10.474803555826417,32.39578311923934,0.04493771865963936,0.14416302740573883,6015.0,2971.0
"10.474349326996757, 105.53380155356476",Non Rice,105.53380155356476,10.474349326996757,32.35196526174079,0.04285239428281784,0.1809948980808258,5521.0,4815.0
"10.473895098167096, 105.53380155356476",Non Rice,105.53380155356476,10.473895098167096,32.30816693621594,0.025006446987390518,0.2573680281639099,6741.0,3744.0
"10.473440869337438, 105.53380155356476",Non Rice,105.53380155356476,10.473440869337438,32.26438822220789,0.07304388284683228,0.4090999960899353,6815.0,2983.0
"10.472986640507777, 105.53380155356476",Non Rice,105.53380155356476,10.472986640507777,32.22062919965579,0.05193063244223595,0.3795109689235687,5909.0,2977.0
"10.472532411678117, 105.53380155356476",Non Rice,105.53380155356476,10.472532411678117,32.1768899488981,0.07708287984132767,0.20850655436515808,6002.0,3967.0
"10.472078182848456, 105.53380155356476",Non Rice,105.53380155356476,10.472078182848456,32.13317055067416,0.06989036500453949,0.2970418632030487,7432.0,4175.0
"10.471623954018797, 105.53380155356476",Non Rice,105.53380155356476,10.471623954018797,32.08947108612672,0.048647355288267136,0.2478295862674713,8056.0,2970.0
"10.015305671742361, 105.8103360650496",Non Rice,105.8103360650496,10.015305671742361,51.758267272590565,0.00748960068449378,0.018152520060539246,1926.0,396.0
"10.015305671742361, 105.81079029387922",Non Rice,105.81079029387922,10.015305671742361,51.802825244812425,0.004682764410972595,0.01989874243736267,1987.0,545.0
"10.0148514429127, 105.81079029387922",Non Rice,105.81079029387922,10.0148514429127,51.82527902589784,0.0031414555851370096,0.013137444853782654,1868.0,629.0
"10.015305671742361, 105.81124452270888",Non Rice,105.81124452270888,10.015305671742361,51.84739260793918,0.01052723079919815,0.010961465537548065,1759.0,456.0
"10.0148514429127, 105.81124452270888",Non Rice,105.81124452270888,10.0148514429127,51.86982715915738,0.005724400281906128,0.01569618098437786,2188.0,373.0
"10.014397214083042, 105.81124452270888",Non Rice,105.81124452270888,10.014397214083042,51.892301170922856,0.007237357087433338,0.03141264244914055,2391.0,467.0
"10.013942985253381, 105.81124452270888",Non Rice,105.81124452270888,10.013942985253381,51.914814591988176,0.005215564742684364,0.019541341811418533,2312.0,498.0
"10.015759900572021, 105.8116987515385",Non Rice,105.8116987515385,10.015759900572021,51.86959348180863,0.0062913671135902405,0.017185701057314873,2393.0,416.0
"10.015305671742361, 105.8116987515385",Non Rice,105.8116987515385,10.015305671742361,51.891969337769105,0.002744856756180525,0.01746508851647377,2318.0,535.0
"10.0148514429127, 105.8116987515385",Non Rice,105.8116987515385,10.0148514429127,51.91438468815261,0.0075807878747582436,0.019992005079984665,1475.0,417.0
"10.014397214083042, 105.8116987515385",Non Rice,105.8116987515385,10.014397214083042,51.93683948182306,0.006701239850372076,0.02664533257484436,1728.0,429.0
"10.013942985253381, 105.8116987515385",Non Rice,105.8116987515385,10.013942985253381,51.95933366764309,0.006472677458077669,0.024765921756625175,1958.0,499.0
"10.01348875642372, 105.8116987515385",Non Rice,105.8116987515385,10.01348875642372,51.98186719447393,0.009854190982878208,0.020883336663246155,1984.0,417.0
"10.015759900572021, 105.81215298036815",Non Rice,105.81215298036815,10.015759900572021,51.91419870869808,0.007037303876131773,0.03674846515059471,1958.0,452.0
"10.015305671742361, 105.81215298036815",Non Rice,105.81215298036815,10.015305671742361,51.936555410189534,0.0020420015789568424,0.021353797987103462,1881.0,387.0
"10.0148514429127, 105.81215298036815",Non Rice,105.81215298036815,10.0148514429127,51.95895158871701,0.0024106730706989765,0.01924295350909233,1872.0,367.0
"10.014397214083042, 105.81215298036815",Non Rice,105.81215298036815,10.014397214083042,51.98138719325435,0.004965165164321661,0.017587648704648018,2217.0,440.0
"10.013942985253381, 105.81215298036815",Non Rice,105.81215298036815,10.013942985253381,52.00386217277399,0.007216091733425856,0.021095335483551025,2608.0,441.0
"10.01348875642372, 105.81215298036815",Non Rice,105.81215298036815,10.01348875642372,52.026376476246845,0.005830247420817614,0.018110670149326324,1896.0,320.0
"10.013034527594062, 105.81215298036815",Non Rice,105.81215298036815,10.013034527594062,52.048930052642866,0.004952442832291126,0.02383776754140854,2217.0,469.0
"10.015759900572021, 105.81260720919778",Non Rice,105.81260720919778,10.015759900572021,51.958813225190916,0.020698487758636475,0.02201070822775364,1879.0,368.0
"10.015305671742361, 105.81260720919778",Non Rice,105.81260720919778,10.015305671742361,51.98115080115445,0.012513031251728535,0.01820092275738716,1740.0,448.0
"10.0148514429127, 105.81260720919778",Non Rice,105.81260720919778,10.0148514429127,52.00352783675067,0.01311956811696291,0.02704976312816143,1947.0,387.0
"10.014397214083042, 105.81260720919778",Non Rice,105.81260720919778,10.014397214083042,52.025944281063175,0.043512966483831406,0.08664023876190186,1722.0,390.0
"10.013942985253381, 105.81260720919778",Non Rice,105.81260720919778,10.013942985253381,52.04840008317396,0.007061953190714121,0.012975744903087616,1894.0,338.0
"10.01348875642372, 105.81260720919778",Non Rice,105.81260720919778,10.01348875642372,52.070895192163256,0.007176122162491083,0.015265807509422302,1694.0,390.0
"10.013034527594062, 105.81260720919778",Non Rice,105.81260720919778,10.013034527594062,52.09342955711021,0.004835677333176136,0.014687507413327694,1606.0,524.0
"10.012580298764401, 105.81260720919778",Non Rice,105.81260720919778,10.012580298764401,52.11600312709353,0.006956489756703377,0.020414920523762703,1763.0,450.0
"10.016214129401682, 105.81306143802743",Non Rice,105.81306143802743,10.016214129401682,51.98115802107844,0.005947963800281286,0.00916653499007225,1881.0,445.0
"10.015759900572021, 105.81306143802743",Non Rice,105.81306143802743,10.015759900572021,52.003437007383546,0.004944070242345333,0.03040163777768612,2072.0,427.0
"10.015305671742361, 105.81306143802743",Non Rice,105.81306143802743,10.015305671742361,52.025755486706316,0.005031231790781021,0.021062349900603294,2359.0,324.0
"10.0148514429127, 105.81306143802743",Non Rice,105.81306143802743,10.0148514429127,52.04811340824236,0.002022462198510766,0.013432903215289116,2110.0,341.0
"10.014397214083042, 105.81306143802743",Non Rice,105.81306143802743,10.014397214083042,52.07051072118473,0.00923157762736082,0.04517018795013428,1914.0,392.0
"10.013942985253381, 105.81306143802743",Non Rice,105.81306143802743,10.013942985253381,52.09294737472474,0.010765237733721733,0.039752740412950516,2150.0,405.0
"10.01348875642372, 105.81306143802743",Non Rice,105.81306143802743,10.01348875642372,52.11542331805172,0.005597006995230913,0.014210016466677189,2255.0,344.0
"10.013034527594062, 105.81306143802743",Non Rice,105.81306143802743,10.013034527594062,52.13793850035374,0.008162588812410831,0.018630435690283775,1845.0,490.0
"10.012580298764401, 105.81306143802743",Non Rice,105.81306143802743,10.012580298764401,52.16049287081821,0.004577214363962412,0.044653166085481644,2129.0,437.0
"10.012126069934741, 105.81306143802743",Non Rice,105.81306143802743,10.012126069934741,52.18308637863181,0.012594062834978104,0.012885438278317451,2220.0,496.0
"10.01167184110508, 105.81306143802743",Non Rice,105.81306143802743,10.01167184110508,52.205718972981124,0.004972922615706921,0.025159062817692757,1849.0,490.0
"10.016214129401682, 105.81351566685709",Non Rice,105.81351566685709,10.016214129401682,52.025810095398754,0.007030227221548557,0.029639076441526413,1462.0,407.0
"10.015759900572021, 105.81351566685709",Non Rice,105.81351566685709,10.015759900572021,52.04807003144111,0.010225072503089905,0.01786002703011036,2499.0,472.0
"10.015305671742361, 105.81351566685709",Non Rice,105.81351566685709,10.015305671742361,52.07036944295642,0.005174703896045685,0.015454870648682117,2209.0,311.0
"10.0148514429127, 105.81351566685709",Non Rice,105.81351566685709,10.0148514429127,52.09270827924966,0.005574892740696669,0.012159833684563637,2096.0,426.0
"10.014397214083042, 105.81351566685709",Non Rice,105.81351566685709,10.014397214083042,52.115086489623145,0.004351178649812937,0.025977857410907745,1370.0,523.0
"10.013942985253381, 105.81351566685709",Non Rice,105.81351566685709,10.013942985253381,52.13750402337718,0.006690367124974728,0.023570111021399498,2353.0,327.0
"10.01348875642372, 105.81351566685709",Non Rice,105.81351566685709,10.01348875642372,52.15996082980996,0.0059169321320950985,0.021465105935931206,1925.0,350.0
"10.013034527594062, 105.81351566685709",Non Rice,105.81351566685709,10.013034527594062,52.18245685821818,0.00333358533680439,0.014711875468492508,1967.0,418.0
"10.012580298764401, 105.81351566685709",Non Rice,105.81351566685709,10.012580298764401,52.204992057897805,0.004966282285749912,0.009671725332736969,2245.0,463.0
"10.012126069934741, 105.81351566685709",Non Rice,105.81351566685709,10.012126069934741,52.22756637814375,0.00648060766980052,0.016739867627620697,2163.0,470.0
"10.01167184110508, 105.81351566685709",Non Rice,105.81351566685709,10.01167184110508,52.250179768250696,0.005327112041413784,0.021779168397188187,2346.0,383.0
"10.009400696956781, 105.67088781435012",Non Rice,105.67088781435012,10.009400696956781,39.072648524775936,0.04930323734879494,0.38280579447746277,7325.0,2075.0
"10.0103091546161, 105.67134204317975",Non Rice,105.67134204317975,10.0103091546161,39.05125735627043,0.08282337337732315,0.30696403980255127,6304.0,1657.0
"10.009854925786442, 105.67134204317975",Non Rice,105.67134204317975,10.009854925786442,39.08173482682002,0.03493303060531616,0.24427632987499237,4847.0,2119.0
"10.009400696956781, 105.67134204317975",Non Rice,105.67134204317975,10.009400696956781,39.112253771749366,0.08053269237279892,0.21651341021060944,4742.0,2479.0
"10.008946468127121, 105.67134204317975",Non Rice,105.67134204317975,10.008946468127121,39.14281409404786,0.06891287863254547,0.2938849627971649,7271.0,2152.0
"10.010763383445761, 105.6717962720094",Non Rice,105.6717962720094,10.010763383445761,39.06054238181578,0.07659351080656052,0.1919604241847992,6095.0,2646.0
"10.0103091546161, 105.6717962720094",Non Rice,105.6717962720094,10.0103091546161,39.09094741032293,0.03315536677837372,0.07033038139343262,3699.0,1550.0
"10.009854925786442, 105.6717962720094",Non Rice,105.6717962720094,10.009854925786442,39.121394016255664,0.04110470041632652,0.22870269417762756,6673.0,2355.0
"10.009400696956781, 105.6717962720094",Non Rice,105.6717962720094,10.009400696956781,39.151882102615716,0.055925775319337845,0.2645460069179535,5131.0,2593.0
